:ID,:LABEL,content,metadata
Sentence_08efb7a8-1f9e-491b-8a6f-7043ec96ea3b,Sentence,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,{'ID': '54_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_f733b7c9-a406-4f5a-b383-9d3f8b70a559,Sentence,The selection of relevant critical situations for design should be made reflecting the conditions that can reasonably be foreseen during future use.,{'ID': '5_UK_DocA_Structure'}
Sentence_678e5476-66e6-40c2-a409-a8248dc6cef7,Sentence,The sign should be sited where a person installing an electric vehicle charge point in future will see it.,{'ID': '120_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_82330d3d-6139-4050-9ca0-946bc982fbb0,Sentence,The sign should be suitably weatherproof for its location.,{'ID': '119_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_33d3a432-5793-4102-ba93-da485c334abd,Sentence,The termination points of cable duct should be sited where access to maintain in future is unrestricted.,{'ID': '113_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_0071a7ee-a50c-44ab-a562-d99bf06d7918,Sentence,The text should be displayed over three lines.,{'ID': '118_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_825053cb-af5d-43a9-b59b-e2a5ae78ea73,Sentence,The total number of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the number of associated parking spaces.,{'ID': '59_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_b63dcef6-1840-4e9e-ad51-f8fc481fe856,Sentence,"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",{'ID': '36_UK_DocA_Structure'}
Sentence_5b4380ba-0066-4735-a362-316d4c8e70b2,Sentence,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",{'ID': '73_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_99a53f17-48cb-4012-a47b-700761e0983b,Sentence,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_dd056285-1aa4-4c6d-94ac-b911458cb7ea,Sentence,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_ef4ec541-e1a7-47d4-9a83-94715d8900ba,Sentence,"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.",{'ID': '89_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_9b2e2a40-6d63-4ee6-a539-da1d15dd68bd,Sentence,"Where relevant work is undertaken on a mixed-use building, it should be determined which parking spaces are associated parking spaces for the use of occupants of the dwellings, and which parking spaces are for use by users of the non-residential function of the building.",{'ID': '94_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_7faab614-f3bc-41b4-9dbf-0ff2b3ea56f3,Sentence,"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",{'ID': '53_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_e68377dd-acec-4915-a0b4-a5eb8c840bf1,Sentence,"Where vehicle barriers are necessary, sufficient space (for example 500mm) should be allowed around the future connection location.",{'ID': '121_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
Sentence_3ec0e36a-0227-4b76-9fd5-7a2f77877d99,Sentence,A building that contains both living accommodation and space for commercial purposes (e.g. for a workshop or office) should be treated as a dwelling if the commercial part can be reverted to domestic use.,{'ID': '23_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_c71c68fe-63ac-400f-b9ca-6e8c20cc5b5e,Sentence,A conservatory or porch must have thermal separation from the existing dwelling.,{'ID': '431_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_18797f16-0b56-41e9-a4e6-d4150db4165d,Sentence,A new building must be built to a minimum standard of total energy performance.,{'ID': '47_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_47e50ddf-6174-436d-851b-7ddf46c10ccf,Sentence,A suitable chemical inhibitor should be added to the primary heating circuit to protect against scale and corrosion.,{'ID': '380_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_b8bef6a5-8de6-4ff9-a0b7-cc8a448dcc6d,Sentence,An air pressure test should be carried out on every dwelling.,{'ID': '354_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bb3ac5b0-14d0-4d75-95d9-713adc6f2f58,Sentence,"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing dwelling.",{'ID': '433_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_aef92227-4c01-4c59-b96d-ce414540606b,Sentence,"Appliances capable of burning both biomass fuel and fossil fuel the CO2 emission factor and primary energy factor for dua-lfuel appliances should be used, except where the building is in a smoke control area, when the anthracite figure should be used.",{'ID': '63_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_17fba530-c42b-4eeb-85dd-16da0bacc49c,Sentence,"Areas that are not enclosed, such as open floors, covered ways and balconies, should be excluded.",{'ID': '470_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_fc8ee55c-408d-48a9-ae4c-a6961b5745ce,Sentence,Biomass heating supplemented by an alternative appliance (e.g. gas) - the CO2 emission factor and primary energy factor should be based on a weighted average for the two fuels.,{'ID': '59_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_15c28729-22a9-4992-b43a-bdcf457c0526,Sentence,"Both before and after a newly constructed building is built, a notice must be given to the building control body of the calculations.",{'ID': '45_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_8a692fe7-08ed-4b90-8b13-7ce2e29d37a2,Sentence,"During this process, the heat pump (along with its accompanying pipework) should be isolated from the ground heat exchanger such that damage to the internal heat exchanger inside the heat pump is avoided.",{'ID': '386_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_b4754f3a-0a30-40fd-9f90-2e3d9e30d2a6,Sentence,Fixed building services must be commissioned to ensure that they use no more fuel and power than is reasonable in the circumstances.,{'ID': '371_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_54907849-c48f-4267-b5f0-fc7e9279da7c,Sentence,"For existing dwellings, when carrying out work on an existing system, such as installing or replacing components (e.g. replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",{'ID': '409_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_31d635b2-1d32-49dd-a848-5b5acaf50128,Sentence,"For existing dwellings, when installing a complete new or replacement system (e.g. replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed.",{'ID': '407_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_2c224c59-366d-447f-9ecc-87c119c2db07,Sentence,"For new dwellings, the commissioning plan should be given to the building control body with the design stage dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate calculations.",{'ID': '374_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c33e482e-252a-4e99-a905-7861a480d024,Sentence,"Geo-location should be enabled to confirm the location, date and time of each image.",{'ID': '484_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_8c4a09c5-1eb2-4a41-86d9-b69c031b4592,Sentence,Ground arrays including header pipes and manifolds should be flushed as one system to remove all debris and purged to remove all air.,{'ID': '384_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_a387fcb8-ead2-4094-9be9-72d783468b33,Sentence,"If the area of windows, roof windows, rooflights and doors exceeds 25 of the total floor area of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",{'ID': '422_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c2c49207-78b3-42b0-8b61-ad506f5a80e2,Sentence,"In hard water areas, suitable measures should be taken to treat the feed water to water heaters and the hot water circuit of combination boilers to reduce lime-scale accumulation.",{'ID': '381_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_0638f810-16d0-4670-8870-4e7c78c5371f,Sentence,Insulated cavity closers should be installed where appropriate.,{'ID': '419_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c384013b-c40f-4925-acbe-465e1ca5bc13,Sentence,One photograph per detail should be recorded.,{'ID': '480_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_2cadb28f-a6c8-4fe2-b1c9-a918eb5437f9,Sentence,On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,{'ID': '372_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_e5a56966-e0d8-4d9e-9106-9f63913ca6d0,Sentence,"Photographs should be taken at appropriate construction stages for each detail when completed, but prior to closingup works.",{'ID': '482_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_7af206e3-3c30-4fd8-8d95-bf9b95861206,Sentence,Systems should be commissioned to optimise the use of energy for pumping.,{'ID': '393_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5ddf9b8d-87fb-4fc4-9b38-4ff91008cfdf,Sentence,The annual energy savings should be estimated using the Standard Assessment Procedure.,{'ID': '464_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_38cd3221-7fc9-4462-be20-78b16a4309d3,Sentence,The area of openings in the newly created dwelling should not be more than 25 of the total floor area.,{'ID': '490_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_4d80c4d1-08ee-481a-9f9c-e9151ce1094d,Sentence,"The area of windows, roof windows, rooflights and doors should not exceed 25 of the total floor area of the dwelling.",{'ID': '421_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f6ea9be6-644d-4dc6-8954-d115bdd528c8,Sentence,"The building emission rate and building primary energy rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the combined emission factor has been derived.",{'ID': '62_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_46f5be2a-1514-420b-bc39-331fc6e0d2df,Sentence,"The dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and target fabric energy efficiency rate, respectively.",{'ID': '356_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_2c725d50-13d5-4e77-bacf-9f174530e27c,Sentence,The energy efficiency of historic and traditional buildings should be improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings.,{'ID': '17_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_5211dbd1-d12a-4371-ad62-1dc5616cd2f5,Sentence,The heat pump along with its accompanying pipework should be flushed and purged as a separate system while isolated from the ground array system.,{'ID': '387_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_92db0f65-8f4f-45ea-9469-9033a7e4ea5e,Sentence,The photographs should be made available to the energy assessor and the building control body.,{'ID': '478_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5aebe4f8-6ca6-4448-94db-5272b5541efb,Sentence,"The results of all pressure tests on dwellings, including any test failures, should be reported to the building control body.",{'ID': '359_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_1d18f0c9-31e5-43ee-8f16-e4fa607c5cd9,Sentence,"The same approved calculation tool must be used to calculate the target primary energy rate, the target emission rate, the building primary energy rate and the building emission rate.",{'ID': '51_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_ae21bd5a-7374-43ad-900e-e2e1a6459cb0,Sentence,"The target primary energy rate and target emission rate must be calculated using one of the calculation tools in the approved methodology, used in line with the version policy as stated in the methodology.",{'ID': '49_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_21d5baaf-1c54-43ac-ac3e-992c5fa20f10,Sentence,Units should be draught-proofed.,{'ID': '418_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ca1e0369-2dfe-4cf2-8194-87f72ee5a633,Sentence,"Vertical, horizontal and slinky ground arrays in particular should be flushed in both directions.",{'ID': '385_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5e7d4831-4ec8-48f9-9e60-0422fcc1eae4,Sentence,"When replacing an existing system, the installed generation capacity of the new system should be no less than that of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",{'ID': '344_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_0cafda73-ee3a-4a99-a224-2d142de63618,Sentence,"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",{'ID': '238_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_0f32fab3-c03b-400c-949a-cc95828a89d3,Sentence,The specification of comfort cooling systems should be based on a heat gain calculation for the dwelling.,{'ID': '330_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_113b8bf8-1856-45f5-a54b-d65ef100b437,Sentence,"If a gas-fired combination boiler is installed in an existing dwelling, at least one of the following energy efficiency measures, appropriate to the system, should be installed.",{'ID': '262_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_12f1333f-4dd5-4172-8135-681002824f9f,Sentence,Heat pumps should be selected to meet the full space heating requirement at the design condition chosen for heat loss calculations.,{'ID': '243_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_1b6fbbfe-8dc1-40f6-9523-dd2d22447419,Sentence,Variable volume control systems should be used to reduce the volume of water and the pressure difference required from the pumps under part load.,{'ID': '293_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_29c431ee-ea93-491d-ab13-06418d93c488,Sentence,"If luminous efficacy is greater than 75 light source lumens per circuit-watt, manual control is acceptable.",{'ID': '338_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_33ed3038-99a6-4b2d-906a-a1db21f2d898,Sentence,"For heating systems in new dwellings, or when a heat generator such as a boiler is replaced in an existing dwelling, each room should be provided with thermostatic room controls.",{'ID': '250_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_37f30855-f103-43f1-aef2-b37c05b4c174,Sentence,Facilitating future connection to any local district heat networks should be considered (e.g. providing capped off connections in pipework to allow later connection to a local district heat network).,{'ID': '232_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3dd5d15b-9233-430a-95b2-32fd7af679b5,Sentence,Heat pumps should be located and installed subject to the manufacturers guidance.,{'ID': '316_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3f31e50a-cdcc-412c-a363-2bfdfb507770,Sentence,"For an electrically operated appliance, an integral remote or thermostatic control should be provided.",{'ID': '277_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_49c6fd15-70a9-4733-8de8-8dd2fe49fe0a,Sentence,"If renewable technology such as a wind turbine or photovoltaic array is replaced, the new system should have an electrical output that is at least the same as that of the original installation.",{'ID': '231_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_52de82bc-2c00-4500-81ec-a46781a8e4e7,Sentence,Automatic control of input charge should be provided.,{'ID': '279_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_563cd5fb-adc9-4bde-8b34-4accc93ac84b,Sentence,"Systems should not be significantly oversized in most circumstances, the cooling appliance should not be sized for more than 120 of the design cooling load.",{'ID': '331_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5ebe90af-93ee-4d92-96fd-44b674d5e1a5,Sentence,Systems should be designed so that they can be commissioned to suitable ventilation rates so that spaces are not significantly over-ventilated.,{'ID': '335_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_6465e5b9-4c10-41ec-9839-3e7cb7114911,Sentence,Programmable room thermostats with an override feature should be provided for all direct electric zones of the electric underfloor heating system.,{'ID': '314_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_681c4394-9435-408b-9a9b-d1f3d0729d38,Sentence,"The rate of heat release from the appliance should be adjustable, using an adjustable damper or other thermostatically controlled method.",{'ID': '280_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_70760393-8139-47e8-a329-87da3a477396,Sentence,Under-floor heating systems intended for intermittent or cyclical operation and/or installed over unheated rooms should be separated from the structural floor by a layer of insulation with a thermal resistance of at least 1.25(m2K)/W.,{'ID': '304_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_7323113d-fcd0-4e19-a24a-c6171ec8c2b7,Sentence,District heat networks and community heating systems should be designed to accommodate heat meter(s) for each dwelling.,{'ID': '295_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_86350df0-a40e-412b-a301-004524d56736,Sentence,"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",{'ID': '246_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_8beb3f9d-f806-4385-b876-2b3d29d7852a,Sentence,Independent temperature control of the hot water circuit should be implemented with a cylinder thermostat and a timing device.,{'ID': '269_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_973c9430-2b4a-4ab4-82df-7060c3002f77,Sentence,The design temperature difference for the community heating primary circuit should be a minimum of 20C.,{'ID': '292_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9b908e68-0f92-4883-9fd2-7fe013848b15,Sentence,"Where a gas combination boiler is used, the boiler type should be selected to modulate down to the typical heating load of the dwelling.",{'ID': '237_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_aac9b625-4f6b-42e6-b657-2accd6054607,Sentence,Heating systems for screed floors that are greater than 65mm thick should automatically reduce the room temperature at night or when the room is unoccupied.,{'ID': '299_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_b6e6ebce-e75f-4fae-b9a2-e35c164b3fb4,Sentence,"Where onsite electricity generation and storage is installed, such as photovoltaic panels or battery storage, systems should be an appropriate size for the site, available infrastructure and onsite energy demand.",{'ID': '342_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bdfc74e0-24b2-41e2-be4e-6cab13de421f,Sentence,The test data should be certified by a notified body.,{'ID': '222_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c236bc17-ef9a-4694-a34e-68a9f38ae405,Sentence,"For a heat exchanger between a solar primary and secondary system, a minimum of 0.1m2 or equivalent of heat exchanger area should be provided for every 1m2 of the net absorber area of the solar collector.",{'ID': '323_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_caa5332f-5180-4d07-a41f-e6e0e044a8c1,Sentence,An existing district heat network that is being connected to a new dwelling should not have a CO2 emission factor for delivered heat to the dwelling which is greater than 0.350kgCO2/kWh.,{'ID': '287_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_cb522b91-f26f-460e-adee-1a7f59ba10c9,Sentence,"For heat pump installations in which there are other heat sources available to the same building, each of these heat sources should be appropriately incorporated into a singular control system.",{'ID': '315_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_cf152151-90f9-47d0-9e4e-5a1cd813d4e5,Sentence,System controls should be wired so that when there is no demand for space heating or hot water the heating appliance and pump are switched off.,{'ID': '247_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_d54852df-8e3c-4e99-8484-31c403b78558,Sentence,"If work is carried out on a system that includes a boiler, a boiler interlock should be installed.",{'ID': '256_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_e7cc3da8-211a-4244-b711-210a912ca2ac,Sentence,Ground floors and those in contact with the outside of the dwelling should be insulated to limit heat losses to not more than 10W/m2.,{'ID': '302_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f162906e-1097-420e-b2a0-dd746d5794c7,Sentence,"Where controls are external to the heater, the system should be provided with a time switch/programmer and room thermostat, or programmable room thermostat.",{'ID': '265_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f19c6d4a-f6e8-4f2e-b676-537852f3c38f,Sentence,"The heat loss from the floor should be calculated using the sum of the thermal resistance of the floor finish and the underlying heated layer, multiplied by 10.",{'ID': '303_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f1b9829d-7ac3-4bc5-918a-5bbb8d663a35,Sentence,"For space heating systems, temperature control should be installed for the heating appliance.",{'ID': '248_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f2bf62e6-9577-48b5-b15d-9fe4904acf52,Sentence,"Where controls are integrated in the heater, the system should be provided with a time switch/programmer and room temperature sensor linked to heater firing and fan speed control.",{'ID': '268_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f9de28ac-45bb-4400-9d9f-8afee73bd2e3,Sentence,The number of appliances should not exceed one per 100m2 of dwelling floor area.,{'ID': '273_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_fab95d95-4789-4384-8d57-a575190f9e73,Sentence,The heating plant emission rate of the micro combined heat and power system (microCHP) should be no greater than the emission rate of a regular boiler using the same fuel as the microCHP.,{'ID': '297_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ff3e8f86-1542-4f54-a776-cfdc8482bad7,Sentence,The seasonal energy efficiency ratio of an air conditioner working in cooling mode should be a minimum of 4.0.,{'ID': '332_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_108b5709-f035-4697-ba25-56edd2ce60fc,Sentence,"Where permanent or removable seating is provided as part of the design, allowance should be made for disabled people to have a choice of seating location at spectator events.",{'ID': '126_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_1afa330a-2d10-44bd-bdce-b9f2667a1b21,Sentence,"Where it can be held open, steps should be taken to avoid people being harmed by walking into the door.",{'ID': '78_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_1c511111-ab71-4b68-9421-f588bc4b9180,Sentence,"People with visual impairment should be in no doubt as to the location of glass doors, especially when they are within a glazed screen.",{'ID': '76_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2702a3b3-b2a8-4457-86e8-3e7de2498dc3,Sentence,landing call buttons are located between 900mm and 1100mm from the floor of the landing and at least 500mm from any return wall.,{'ID': '185_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2d31da64-b8e0-40aa-a8f6-6ae601e5c0da,Sentence,lifting platform controls are located between 800mm and 1100mm from the floor of the lifting platform and at least 400mm from any return wall.,{'ID': '184_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_333110c1-ba9e-4c1d-9249-6604f49ba09a,Sentence,"The presence of doors, whether open or closed, should be apparent to visually impaired people through the careful choice of colour and material for the door and its surroundings.",{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_36650de0-ef3c-4fd1-8199-f47c0e576076,Sentence,the rated speed of the platform does not exceed 0.15m/s.,{'ID': '183_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_3931f0fa-433e-4fb8-96bf-a747f3622ee0,Sentence,"In order to help people with visual impairment to appreciate the size of a space they have entered, or to find their way around, there should be a visual contrast between the wall and the ceiling, and between the wall and the floor.",{'ID': '97_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_3f4eef4b-2dc5-4746-8791-3a37360d6e8a,Sentence,All people should be able to use presentation facilities.,{'ID': '134_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_43a7a088-718f-4a11-a392-88e71559466e,Sentence,"In exceptional circumstances in an existing building, a wheelchair platform stairlift may be considered, provided its installation does not conflict with requirements for means of escape.",{'ID': '107_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_51284e52-f2f4-41b5-85e2-3fa96ab8602a,Sentence,"All users of facilities should be able to locate suitable seating and move safely and easily to and from the seating area and ancillary accommodation, such as lavatories, dining rooms and bedroom suites.",{'ID': '132_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_51f35d58-c411-4d6d-b36e-9ddf10199908,Sentence,"Whatever lifting device is chosen, internal stairs should always be provided as an alternative means of vertical access, and designed to suit ambulant disabled people and those with impaired sight.",{'ID': '106_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_54da8684-242a-4a73-8ce5-ee908a038299,Sentence,"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass others on the access route.",{'ID': '96_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_65b5e58d-ead5-43fb-831e-3a42487fa227,Sentence,"People with hearing impairments should be able to participate fully in conferences, committee meetings and study groups.",{'ID': '133_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_6b2f3ca5-8cea-4616-8679-438446bc6233,Sentence,"Since doors are potential barriers, their use should be avoided whenever appropriate.",{'ID': '88_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_6bf41e87-d7c1-42a5-bf0d-67c711a21753,Sentence,"Additionally, a sign identifying the floor reached should be provided on each landing in a location that can be easily seen from the lifting device and is designed so that it contrasts visually with its surrounding.",{'ID': '105_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_746e7940-e063-42d5-a5c7-af12bb243924,Sentence,"All floor areas, even when located at different levels, should be accessible.",{'ID': '128_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_755b768a-b9d0-4175-8b69-398c399aeac7,Sentence,It should be possible for information about the building to be easily obtained from a reception point or gathered from notice boards and signs.,{'ID': '86_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_0d8c2f7d-5234-4bec-bbbe-961e499ebbbc,Sentence,"A proportion of the sleeping accommodation in hotels, motels and student accommodation should be designed for independent use by wheelchair users.",{'ID': '129_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_0da52584-1b37-48b5-840f-3795ae695275,Sentence,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,{'ID': '119_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_193be0e3-dfbb-4e04-ba58-1ae1ed44729b,Sentence,Consideration should be given to providing an area next to certain seats for an assistance dog to rest.,{'ID': '131_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2238d6ef-421b-4f84-b24d-d46c6ba2afc5,Sentence,"For example, when a door is open, people with impaired sight should be able to identify the door opening within the wall, as well as the leading edge of the door.",{'ID': '92_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_239bd568-c5f2-4ab5-955c-f2d8d86b7b7f,Sentence,"Where closing devices are needed for fire control, electrically powered hold-open devices or swing-free closing devices should be used as appropriate.",{'ID': '90_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2abae1a0-074b-4b23-ac5d-82c98cf4211d,Sentence,"Lift door systems should be designed to allow adequate time for people, and any assistance dogs, to enter or leave the lift without coming into contact with closing doors.",{'ID': '111_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2f815a08-db3c-48a6-b248-d69aeac870ee,Sentence,"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",{'ID': '173_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_32f91d86-2cbf-4d57-ab93-5a28fd804df8,Sentence,Signs indicating the location of a lifting device accessible by mobility-impaired people should be clearly visible from the building entrance.,{'ID': '104_UK_DocM_V2_AccessAndUseOfBuildings'}
