:START_ID,:END_ID,:TYPE
water,hot_water_system,NONE
hot_water_system,55_degrees_Celsius,NONE
55_degrees_Celsius,available_from_the_hot_water_plumbing_fixture_within_20_seconds,NONE
water_temperature,water,NECESSITY
water,hot_water_system,NECESSITY
hot_water_system,55_degrees_Celsius,NECESSITY
55_degrees_Celsius,available_from_the_hot_water_plumbing_fixture_within_20_seconds,NECESSITY
Sentence_6e49e97f-54f6-4333-9b1e-84373a7defe8,protective_part,HAS_ENTITY
Sentence_6e49e97f-54f6-4333-9b1e-84373a7defe8,barrier,HAS_ENTITY
Sentence_6e49e97f-54f6-4333-9b1e-84373a7defe8,extend_to_a_height_of_at_least_0_7_metres_from_the_surface_of_the_landing_or_step,HAS_ENTITY
protective_part,barrier,NECESSITY
barrier,extend_to_a_height_of_at_least_0_7_metres_from_the_surface_of_the_landing_or_step,NECESSITY
protective_part,barrier,PART_OF
barrier,extend_to_a_height_of_at_least_0_7_metres_from_the_surface_of_the_landing_or_step,PART_OF
Sentence_6efbae9b-e306-4005-8881-aed97c54e405,Leakage,HAS_ENTITY
Sentence_6efbae9b-e306-4005-8881-aed97c54e405,pressure_sewer,HAS_ENTITY
Sentence_6efbae9b-e306-4005-8881-aed97c54e405,groundwater_zone,HAS_ENTITY
Sentence_6efbae9b-e306-4005-8881-aed97c54e405,detectable,HAS_ENTITY
Leakage,pressure_sewer,NECESSITY
pressure_sewer,groundwater_zone,NECESSITY
groundwater_zone,detectable,NECESSITY
Leakage,pressure_sewer,PART_OF
pressure_sewer,groundwater_zone,PART_OF
groundwater_zone,detectable,PART_OF
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,construction,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,new,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,building,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,repair_and_alteration,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,construction,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,new,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,building,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,premises,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,fitted_with_a_floor_drain,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,showers,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,bathrooms,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,wash_rooms,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,in_connection_with_saunas,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,laundry_room,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,heat_distribution_room,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,ventilation_unit_room,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,toilet_facility,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,intended_for_public_use,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,technical_utility_room,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,with_a_possibility_to_water_damage,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,car_wash_facility,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,special_facilities,HAS_ENTITY
Sentence_726e23c9-02a3-4c56-98d0-8981b7ce877b,cleansed_by_water_rinsing,HAS_ENTITY
construction,new,NONE
new,building,NONE
building,repair_and_alteration,NONE
repair_and_alteration,construction,NONE
construction,new,NONE
new,building,NONE
building,premises,NONE
premises,fitted_with_a_floor_drain,NONE
fitted_with_a_floor_drain,showers,NONE
showers,bathrooms,NONE
bathrooms,wash_rooms,NONE
wash_rooms,in_connection_with_saunas,NONE
in_connection_with_saunas,laundry_room,NONE
laundry_room,heat_distribution_room,NONE
heat_distribution_room,ventilation_unit_room,NONE
ventilation_unit_room,toilet_facility,NONE
toilet_facility,intended_for_public_use,NONE
intended_for_public_use,technical_utility_room,NONE
technical_utility_room,with_a_possibility_to_water_damage,NONE
with_a_possibility_to_water_damage,car_wash_facility,NONE
car_wash_facility,special_facilities,NONE
special_facilities,cleansed_by_water_rinsing,NONE
construction,new,SELECTION
new,building,SELECTION
building,repair_and_alteration,SELECTION
repair_and_alteration,construction,SELECTION
construction,new,SELECTION
new,building,SELECTION
building,premises,SELECTION
premises,fitted_with_a_floor_drain,SELECTION
fitted_with_a_floor_drain,showers,SELECTION
showers,bathrooms,SELECTION
bathrooms,wash_rooms,SELECTION
wash_rooms,in_connection_with_saunas,SELECTION
in_connection_with_saunas,laundry_room,SELECTION
laundry_room,heat_distribution_room,SELECTION
heat_distribution_room,ventilation_unit_room,SELECTION
ventilation_unit_room,toilet_facility,SELECTION
toilet_facility,intended_for_public_use,SELECTION
intended_for_public_use,technical_utility_room,SELECTION
technical_utility_room,with_a_possibility_to_water_damage,SELECTION
with_a_possibility_to_water_damage,car_wash_facility,SELECTION
car_wash_facility,special_facilities,SELECTION
special_facilities,cleansed_by_water_rinsing,SELECTION
construction,new,NECESSITY
new,building,NECESSITY
building,repair_and_alteration,NECESSITY
repair_and_alteration,construction,NECESSITY
construction,new,NECESSITY
new,building,NECESSITY
building,premises,NECESSITY
premises,fitted_with_a_floor_drain,NECESSITY
fitted_with_a_floor_drain,showers,NECESSITY
showers,bathrooms,NECESSITY
bathrooms,wash_rooms,NECESSITY
wash_rooms,in_connection_with_saunas,NECESSITY
in_connection_with_saunas,laundry_room,NECESSITY
laundry_room,heat_distribution_room,NECESSITY
heat_distribution_room,ventilation_unit_room,NECESSITY
ventilation_unit_room,toilet_facility,NECESSITY
toilet_facility,intended_for_public_use,NECESSITY
intended_for_public_use,technical_utility_room,NECESSITY
technical_utility_room,with_a_possibility_to_water_damage,NECESSITY
with_a_possibility_to_water_damage,car_wash_facility,NECESSITY
car_wash_facility,special_facilities,NECESSITY
special_facilities,cleansed_by_water_rinsing,NECESSITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,public,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,outdoor_and_indoor_spaces,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,business,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,service,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,premises,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,handrail,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,stairs,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,ramps,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,width,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,2_4_metres,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,located_in_assembly_areas,HAS_ENTITY
Sentence_7d877df3-9aa7-4dff-a64d-5356a66c944d,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,HAS_ENTITY
public,outdoor_and_indoor_spaces,PART_OF
outdoor_and_indoor_spaces,business,PART_OF
business,service,PART_OF
service,premises,PART_OF
premises,handrail,PART_OF
handrail,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,PART_OF
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,stairs,PART_OF
stairs,ramps,PART_OF
ramps,width,PART_OF
width,2_4_metres,PART_OF
2_4_metres,located_in_assembly_areas,PART_OF
located_in_assembly_areas,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,PART_OF
public,outdoor_and_indoor_spaces,NONE
outdoor_and_indoor_spaces,business,NONE
business,service,NONE
service,premises,NONE
premises,handrail,NONE
handrail,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,NONE
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,stairs,NONE
stairs,ramps,NONE
ramps,width,NONE
width,2_4_metres,NONE
2_4_metres,located_in_assembly_areas,NONE
located_in_assembly_areas,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,NONE
public,outdoor_and_indoor_spaces,NECESSITY
outdoor_and_indoor_spaces,business,NECESSITY
business,service,NECESSITY
service,premises,NECESSITY
premises,handrail,NECESSITY
handrail,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,NECESSITY
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,stairs,NECESSITY
stairs,ramps,NECESSITY
ramps,width,NECESSITY
width,2_4_metres,NECESSITY
2_4_metres,located_in_assembly_areas,NECESSITY
located_in_assembly_areas,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,NECESSITY
public,outdoor_and_indoor_spaces,SELECTION
outdoor_and_indoor_spaces,business,SELECTION
business,service,SELECTION
service,premises,SELECTION
premises,handrail,SELECTION
handrail,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,SELECTION
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,stairs,SELECTION
stairs,ramps,SELECTION
ramps,width,SELECTION
width,2_4_metres,SELECTION
2_4_metres,located_in_assembly_areas,SELECTION
located_in_assembly_areas,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,SELECTION
public,outdoor_and_indoor_spaces,GREATER
outdoor_and_indoor_spaces,business,GREATER
business,service,GREATER
service,premises,GREATER
premises,handrail,GREATER
handrail,continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,GREATER
continue_at_least_300_millimetres_past_the_start_and_end_points_of_the_structure,stairs,GREATER
stairs,ramps,GREATER
ramps,width,GREATER
width,2_4_metres,GREATER
2_4_metres,located_in_assembly_areas,GREATER
located_in_assembly_areas,placed_so_as_to_divide_the_passageway_into_parts_no_wider_than_the_abovementioned_width,GREATER
Sentence_84033aa1-c68d-457c-b7d8-893e879cd196,pumping_station,HAS_ENTITY
Sentence_84033aa1-c68d-457c-b7d8-893e879cd196,malfunction_detector,HAS_ENTITY
pumping_station,malfunction_detector,NECESSITY
Sentence_868ad193-b0d2-47b9-9fe0-ded5b761d3b0,integrity,HAS_ENTITY
Sentence_868ad193-b0d2-47b9-9fe0-ded5b761d3b0,water_system,HAS_ENTITY
Sentence_868ad193-b0d2-47b9-9fe0-ded5b761d3b0,ensured_with_pressure_testing_using_water,HAS_ENTITY
integrity,water_system,NONE
water_system,ensured_with_pressure_testing_using_water,NONE
integrity,water_system,PART_OF
water_system,ensured_with_pressure_testing_using_water,PART_OF
integrity,water_system,NECESSITY
water_system,ensured_with_pressure_testing_using_water,NECESSITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,distance,HAS_ENTITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,HAS_ENTITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,400_millimetres,HAS_ENTITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,on_the_side_wall,HAS_ENTITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,1_500_millimetres,HAS_ENTITY
Sentence_8b054fa5-fa6b-40f8-996a-a6dfea855fc3,on_the_end_wall,HAS_ENTITY
distance,between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,GREATER_EQUAL
between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,400_millimetres,GREATER_EQUAL
400_millimetres,on_the_side_wall,GREATER_EQUAL
on_the_side_wall,1_500_millimetres,GREATER_EQUAL
1_500_millimetres,on_the_end_wall,GREATER_EQUAL
distance,between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,NONE
between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,400_millimetres,NONE
400_millimetres,on_the_side_wall,NONE
on_the_side_wall,1_500_millimetres,NONE
1_500_millimetres,on_the_end_wall,NONE
distance,between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,SELECTION
between_a_door_that_opens_onto_a_landing_and_the_upper_edge_of_the_ramp_or_flight_of_stairs,400_millimetres,SELECTION
400_millimetres,on_the_side_wall,SELECTION
on_the_side_wall,1_500_millimetres,SELECTION
1_500_millimetres,on_the_end_wall,SELECTION
Sentence_a52847f2-243e-44ed-b4b4-db3e948dd820,water_system,HAS_ENTITY
Sentence_a52847f2-243e-44ed-b4b4-db3e948dd820,designed_so_as_to_prevent_detrimental_cross_flow_of_water_from_the_hot_water_pipe_to_the_cold_water_pipe_or_vice_versa,HAS_ENTITY
water_system,designed_so_as_to_prevent_detrimental_cross_flow_of_water_from_the_hot_water_pipe_to_the_cold_water_pipe_or_vice_versa,NECESSITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,Vertical,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,service_pipes,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,mechanical,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,structural,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,leak_detectors,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,each,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,floor,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,service_pipes,HAS_ENTITY
Sentence_a922fe4e-30c9-4fef-a442-27459b959914,not_visible,HAS_ENTITY
Vertical,service_pipes,SELECTION
service_pipes,mechanical,SELECTION
mechanical,structural,SELECTION
structural,leak_detectors,SELECTION
leak_detectors,each,SELECTION
each,floor,SELECTION
floor,service_pipes,SELECTION
service_pipes,not_visible,SELECTION
Vertical,service_pipes,PART_OF
service_pipes,mechanical,PART_OF
mechanical,structural,PART_OF
structural,leak_detectors,PART_OF
leak_detectors,each,PART_OF
each,floor,PART_OF
floor,service_pipes,PART_OF
service_pipes,not_visible,PART_OF
Vertical,service_pipes,NONE
service_pipes,mechanical,NONE
mechanical,structural,NONE
structural,leak_detectors,NONE
leak_detectors,each,NONE
each,floor,NONE
floor,service_pipes,NONE
service_pipes,not_visible,NONE
Vertical,service_pipes,NECESSITY
service_pipes,mechanical,NECESSITY
mechanical,structural,NECESSITY
structural,leak_detectors,NECESSITY
leak_detectors,each,NECESSITY
each,floor,NECESSITY
floor,service_pipes,NECESSITY
service_pipes,not_visible,NECESSITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,stairs,HAS_ENTITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,ramps,HAS_ENTITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,handrail,HAS_ENTITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,installed_for_the_entire_length,HAS_ENTITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,both_sides,HAS_ENTITY
Sentence_ae098b28-f01d-44df-b601-b7ac7631101d,structure,HAS_ENTITY
stairs,ramps,PART_OF
ramps,handrail,PART_OF
handrail,installed_for_the_entire_length,PART_OF
installed_for_the_entire_length,both_sides,PART_OF
both_sides,structure,PART_OF
stairs,ramps,NECESSITY
ramps,handrail,NECESSITY
handrail,installed_for_the_entire_length,NECESSITY
installed_for_the_entire_length,both_sides,NECESSITY
both_sides,structure,NECESSITY
stairs,ramps,NONE
ramps,handrail,NONE
handrail,installed_for_the_entire_length,NONE
installed_for_the_entire_length,both_sides,NONE
both_sides,structure,NONE
Sentence_cc39ab97-8937-45f7-bc1f-bb2ccb95cb56,Drains,HAS_ENTITY
Sentence_cc39ab97-8937-45f7-bc1f-bb2ccb95cb56,convey_foundation_drainage_water_via_drainage_wells_to_a_collection_well,HAS_ENTITY
Drains,convey_foundation_drainage_water_via_drainage_wells_to_a_collection_well,NECESSITY
Sentence_d099bcfd-6f29-4146-a72f-189db5e03dd4,waste_water,HAS_ENTITY
Sentence_d099bcfd-6f29-4146-a72f-189db5e03dd4,can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,HAS_ENTITY
Sentence_d099bcfd-6f29-4146-a72f-189db5e03dd4,waste_water,HAS_ENTITY
Sentence_d099bcfd-6f29-4146-a72f-189db5e03dd4,pumped,HAS_ENTITY
waste_water,can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,NECESSITY
can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,waste_water,NECESSITY
waste_water,pumped,NECESSITY
waste_water,can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,SELECTION
can_not_be_conveyed_from_the_drainage_points_of_a_building_with_gravity_unloading_via_a_gradient_sewer,waste_water,SELECTION
waste_water,pumped,SELECTION
Sentence_d1512435-3f66-4a07-90fd-fd3e3d2bea1a,stairs,HAS_ENTITY
Sentence_d1512435-3f66-4a07-90fd-fd3e3d2bea1a,between_floor_levels,HAS_ENTITY
Sentence_d1512435-3f66-4a07-90fd-fd3e3d2bea1a,covered,HAS_ENTITY
stairs,between_floor_levels,SELECTION
between_floor_levels,covered,SELECTION
stairs,between_floor_levels,NECESSITY
between_floor_levels,covered,NECESSITY
Sentence_d2b6e6e7-1545-4d84-ae81-e136edd3be74,handrail,HAS_ENTITY
Sentence_d2b6e6e7-1545-4d84-ae81-e136edd3be74,designed_and_shaped,HAS_ENTITY
Sentence_d2b6e6e7-1545-4d84-ae81-e136edd3be74,allows_a_firm_grip,HAS_ENTITY
handrail,designed_and_shaped,NECESSITY
designed_and_shaped,allows_a_firm_grip,NECESSITY
Sentence_d34c0f60-8df0-4310-b5af-428c63225a6f,After_a_period_of_non_use_of_at_least_eight_hours,HAS_ENTITY
Sentence_d34c0f60-8df0-4310-b5af-428c63225a6f,water,HAS_ENTITY
Sentence_d34c0f60-8df0-4310-b5af-428c63225a6f,temperature,HAS_ENTITY
Sentence_d34c0f60-8df0-4310-b5af-428c63225a6f,24_degrees_Celsius,HAS_ENTITY
After_a_period_of_non_use_of_at_least_eight_hours,water,SELECTION
water,temperature,SELECTION
temperature,24_degrees_Celsius,SELECTION
After_a_period_of_non_use_of_at_least_eight_hours,water,PART_OF
water,temperature,PART_OF
temperature,24_degrees_Celsius,PART_OF
After_a_period_of_non_use_of_at_least_eight_hours,water,NONE
water,temperature,NONE
temperature,24_degrees_Celsius,NONE
After_a_period_of_non_use_of_at_least_eight_hours,water,LESS_EQUAL
water,temperature,LESS_EQUAL
temperature,24_degrees_Celsius,LESS_EQUAL
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,tread,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,steps,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,covered_or_heated,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,outdoor,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,staircases,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,300_millimetres,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,riser,HAS_ENTITY
Sentence_d925c189-860a-4fcb-ae88-d1cf8cc14fb8,160_millimetres,HAS_ENTITY
tread,steps,LESS_EQUAL
steps,covered_or_heated,LESS_EQUAL
covered_or_heated,outdoor,LESS_EQUAL
outdoor,staircases,LESS_EQUAL
staircases,300_millimetres,LESS_EQUAL
300_millimetres,riser,LESS_EQUAL
riser,160_millimetres,LESS_EQUAL
tread,steps,NONE
steps,covered_or_heated,NONE
covered_or_heated,outdoor,NONE
outdoor,staircases,NONE
staircases,300_millimetres,NONE
300_millimetres,riser,NONE
riser,160_millimetres,NONE
tread,steps,SELECTION
steps,covered_or_heated,SELECTION
covered_or_heated,outdoor,SELECTION
outdoor,staircases,SELECTION
staircases,300_millimetres,SELECTION
300_millimetres,riser,SELECTION
riser,160_millimetres,SELECTION
tread,steps,PART_OF
steps,covered_or_heated,PART_OF
covered_or_heated,outdoor,PART_OF
outdoor,staircases,PART_OF
staircases,300_millimetres,PART_OF
300_millimetres,riser,PART_OF
riser,160_millimetres,PART_OF
tread,steps,GREATER_EQUAL
steps,covered_or_heated,GREATER_EQUAL
covered_or_heated,outdoor,GREATER_EQUAL
outdoor,staircases,GREATER_EQUAL
staircases,300_millimetres,GREATER_EQUAL
300_millimetres,riser,GREATER_EQUAL
riser,160_millimetres,GREATER_EQUAL
Sentence_d988e207-c3f9-4314-9a16-f99b334595f4,tread,HAS_ENTITY
Sentence_d988e207-c3f9-4314-9a16-f99b334595f4,270_millimetres,HAS_ENTITY
tread,270_millimetres,GREATER_EQUAL
Sentence_db8b3a40-4d12-4dc9-b463-1c7bc6e4f00d,waste_water_pumping_station,HAS_ENTITY
Sentence_db8b3a40-4d12-4dc9-b463-1c7bc6e4f00d,ventilated,HAS_ENTITY
waste_water_pumping_station,ventilated,NECESSITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,rise,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,indoor,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,steps,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,other,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,spaces,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,intended_for_everyday_use,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,180_millimetres,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,tread,HAS_ENTITY
Sentence_dcc583b1-8c4c-42cf-a1ed-e8907de56254,270_millimetres,HAS_ENTITY
rise,indoor,GREATER_EQUAL
indoor,steps,GREATER_EQUAL
steps,other,GREATER_EQUAL
other,spaces,GREATER_EQUAL
spaces,intended_for_everyday_use,GREATER_EQUAL
intended_for_everyday_use,180_millimetres,GREATER_EQUAL
180_millimetres,tread,GREATER_EQUAL
tread,270_millimetres,GREATER_EQUAL
rise,indoor,NONE
indoor,steps,NONE
steps,other,NONE
other,spaces,NONE
spaces,intended_for_everyday_use,NONE
intended_for_everyday_use,180_millimetres,NONE
180_millimetres,tread,NONE
tread,270_millimetres,NONE
rise,indoor,PART_OF
indoor,steps,PART_OF
steps,other,PART_OF
other,spaces,PART_OF
spaces,intended_for_everyday_use,PART_OF
intended_for_everyday_use,180_millimetres,PART_OF
180_millimetres,tread,PART_OF
tread,270_millimetres,PART_OF
rise,indoor,SELECTION
indoor,steps,SELECTION
steps,other,SELECTION
other,spaces,SELECTION
spaces,intended_for_everyday_use,SELECTION
intended_for_everyday_use,180_millimetres,SELECTION
180_millimetres,tread,SELECTION
tread,270_millimetres,SELECTION
rise,indoor,LESS_EQUAL
indoor,steps,LESS_EQUAL
steps,other,LESS_EQUAL
other,spaces,LESS_EQUAL
spaces,intended_for_everyday_use,LESS_EQUAL
intended_for_everyday_use,180_millimetres,LESS_EQUAL
180_millimetres,tread,LESS_EQUAL
tread,270_millimetres,LESS_EQUAL
Sentence_ddd6ec57-ed54-4a8a-abaf-4b1efc287dde,flushing,HAS_ENTITY
Sentence_ddd6ec57-ed54-4a8a-abaf-4b1efc287dde,carried_out_with_household_water,HAS_ENTITY
Sentence_ddd6ec57-ed54-4a8a-abaf-4b1efc287dde,remove_any_dirt_and_debris_from_the_pipe_network,HAS_ENTITY
flushing,carried_out_with_household_water,SELECTION
carried_out_with_household_water,remove_any_dirt_and_debris_from_the_pipe_network,SELECTION
flushing,carried_out_with_household_water,NONE
carried_out_with_household_water,remove_any_dirt_and_debris_from_the_pipe_network,NONE
flushing,carried_out_with_household_water,NECESSITY
carried_out_with_household_water,remove_any_dirt_and_debris_from_the_pipe_network,NECESSITY
Sentence_e1460729-0b58-4a44-99ac-dc150f918428,cleanouts,HAS_ENTITY
Sentence_e1460729-0b58-4a44-99ac-dc150f918428,located,HAS_ENTITY
Sentence_e1460729-0b58-4a44-99ac-dc150f918428,entire_pipeline_may_be_cleansed,HAS_ENTITY
cleanouts,located,NECESSITY
located,entire_pipeline_may_be_cleansed,NECESSITY
cleanouts,located,SELECTION
located,entire_pipeline_may_be_cleansed,SELECTION
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,water_system,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,pressure_gauge,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,thermometers,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,water_pipe,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,mixed_domestic_hot_water,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,water_heater,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,domestic_hot_water,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,ring_duct,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,measure_the_temperature_of_return_water,HAS_ENTITY
Sentence_e320322e-3aee-4167-ad19-a6c6cc41f597,throttling_valves,HAS_ENTITY
water_system,pressure_gauge,NONE
pressure_gauge,thermometers,NONE
thermometers,water_pipe,NONE
water_pipe,mixed_domestic_hot_water,NONE
mixed_domestic_hot_water,water_heater,NONE
water_heater,domestic_hot_water,NONE
domestic_hot_water,ring_duct,NONE
ring_duct,measure_the_temperature_of_return_water,NONE
measure_the_temperature_of_return_water,throttling_valves,NONE
water_system,pressure_gauge,SELECTION
pressure_gauge,thermometers,SELECTION
thermometers,water_pipe,SELECTION
water_pipe,mixed_domestic_hot_water,SELECTION
mixed_domestic_hot_water,water_heater,SELECTION
water_heater,domestic_hot_water,SELECTION
domestic_hot_water,ring_duct,SELECTION
ring_duct,measure_the_temperature_of_return_water,SELECTION
measure_the_temperature_of_return_water,throttling_valves,SELECTION
water_system,pressure_gauge,NECESSITY
pressure_gauge,thermometers,NECESSITY
thermometers,water_pipe,NECESSITY
water_pipe,mixed_domestic_hot_water,NECESSITY
mixed_domestic_hot_water,water_heater,NECESSITY
water_heater,domestic_hot_water,NECESSITY
domestic_hot_water,ring_duct,NECESSITY
ring_duct,measure_the_temperature_of_return_water,NECESSITY
measure_the_temperature_of_return_water,throttling_valves,NECESSITY
water_system,pressure_gauge,PART_OF
pressure_gauge,thermometers,PART_OF
thermometers,water_pipe,PART_OF
water_pipe,mixed_domestic_hot_water,PART_OF
mixed_domestic_hot_water,water_heater,PART_OF
water_heater,domestic_hot_water,PART_OF
domestic_hot_water,ring_duct,PART_OF
ring_duct,measure_the_temperature_of_return_water,PART_OF
